quote_id,leg_type,origin_warehouse_id,destination_type,destination_id,destination_name,haversine_km,road_factor,estimated_distance_km,base_idr_per_demand_unit,distance_rate_idr_per_km_per_demand_unit,lane_factor,noise_factor,quoted_idr_per_demand_unit,is_current_lane
LM-FWD-BALIKPAPAN-IDN026,last_mile,FWD-BALIKPAPAN,province,IDN026,Sulawesi Tengah,457.111,1.250,571.389,2200,14.00,1.160,1.0528,12500,true
LM-FWD-BALIKPAPAN-IDN027,last_mile,FWD-BALIKPAPAN,province,IDN027,Sulawesi Selatan,478.005,1.250,597.506,2200,14.00,1.160,1.0123,12400,true
LM-FWD-BALIKPAPAN-IDN028,last_mile,FWD-BALIKPAPAN,province,IDN028,Sulawesi Tenggara,679.873,1.250,849.841,2200,14.00,1.160,1.0684,17500,true
LM-FWD-BALIKPAPAN-IDN029,last_mile,FWD-BALIKPAPAN,province,IDN029,Gorontalo,620.957,1.250,776.197,2200,14.00,1.160,1.0684,16200,true
LM-FWD-BALIKPAPAN-IDN030,last_mile,FWD-BALIKPAPAN,province,IDN030,Sulawesi Barat,298.847,1.250,373.559,2200,14.00,1.160,0.9554,8200,true
LM-FWD-BALIKPAPAN-IDN031,last_mile,FWD-BALIKPAPAN,province,IDN031,Maluku,1672.883,1.250,2091.103,2200,14.00,1.320,1.0491,43600,true
LM-FWD-BALIKPAPAN-IDN032,last_mile,FWD-BALIKPAPAN,province,IDN032,Maluku Utara,1260.649,1.250,1575.812,2200,14.00,1.320,0.9637,30900,true
LM-FWD-BALIKPAPAN-IDN033,last_mile,FWD-BALIKPAPAN,province,IDN033,Papua,2447.311,1.250,3059.139,2200,14.00,1.320,1.0185,60500,false
LM-FWD-BALIKPAPAN-IDN034,last_mile,FWD-BALIKPAPAN,province,IDN034,Papua Barat Daya,1687.340,1.250,2109.175,2200,14.00,1.320,1.0261,43000,false
LM-FWD-BALIKPAPAN-IDN035,last_mile,FWD-BALIKPAPAN,province,IDN035,Papua Barat,1935.466,1.250,2419.333,2200,14.00,1.320,1.0344,49300,false
LM-FWD-BALIKPAPAN-IDN036,last_mile,FWD-BALIKPAPAN,province,IDN036,Papua Selatan,2572.106,1.250,3215.133,2200,14.00,1.320,1.0406,64900,false
LM-FWD-BALIKPAPAN-IDN037,last_mile,FWD-BALIKPAPAN,province,IDN037,Papua Tengah,2213.717,1.250,2767.146,2200,14.00,1.320,1.0773,58200,false
LM-FWD-BALIKPAPAN-IDN038,last_mile,FWD-BALIKPAPAN,province,IDN038,Papua Pegunungan,2538.577,1.250,3173.221,2200,14.00,1.320,0.9822,60500,false
LM-FWD-MANADO-IDN001,last_mile,FWD-MANADO,province,IDN001,Aceh,3101.564,1.250,3876.955,2200,14.00,1.160,1.0230,67000,false
LM-FWD-MANADO-IDN002,last_mile,FWD-MANADO,province,IDN002,Sumatera Utara,2814.057,1.250,3517.571,2200,14.00,1.160,1.0495,62600,false
LM-FWD-MANADO-IDN003,last_mile,FWD-MANADO,province,IDN003,Sumatera Barat,2735.961,1.250,3419.951,2200,14.00,1.160,0.9768,56700,false
LM-FWD-MANADO-IDN004,last_mile,FWD-MANADO,province,IDN004,Riau,2594.924,1.250,3243.655,2200,14.00,1.160,1.0004,55300,false
LM-FWD-MANADO-IDN005,last_mile,FWD-MANADO,province,IDN005,Jambi,2535.044,1.250,3168.805,2200,14.00,1.160,0.9811,53000,false
LM-FWD-MANADO-IDN006,last_mile,FWD-MANADO,province,IDN006,Sumatera Selatan,2386.502,1.250,2983.128,2200,14.00,1.160,1.0778,55000,false
LM-FWD-MANADO-IDN007,last_mile,FWD-MANADO,province,IDN007,Bengkulu,2563.009,1.250,3203.761,2200,14.00,1.160,0.9481,51800,false
LM-FWD-MANADO-IDN008,last_mile,FWD-MANADO,province,IDN008,Lampung,2326.446,1.250,2908.058,2200,14.00,1.160,1.0411,51800,false
LM-FWD-MANADO-IDN009,last_mile,FWD-MANADO,province,IDN009,Kepulauan Bangka Belitung,2127.582,1.250,2659.477,2200,14.00,1.160,1.0178,46600,false
LM-FWD-MANADO-IDN010,last_mile,FWD-MANADO,province,IDN010,Kepulauan Riau,2177.020,1.250,2721.274,2200,14.00,1.160,1.0753,50300,false
LM-FWD-MANADO-IDN011,last_mile,FWD-MANADO,province,IDN011,DKI Jakarta,2176.108,1.250,2720.135,2200,14.00,1.160,1.0152,47400,false
LM-FWD-MANADO-IDN012,last_mile,FWD-MANADO,province,IDN012,Jawa Barat,2149.066,1.250,2686.333,2200,14.00,1.160,1.0309,47600,false
LM-FWD-MANADO-IDN013,last_mile,FWD-MANADO,province,IDN013,Jawa Tengah,1940.168,1.250,2425.209,2200,14.00,1.160,1.0751,45100,false
LM-FWD-MANADO-IDN014,last_mile,FWD-MANADO,province,IDN014,Daerah Istimewa Yogyakarta,1905.675,1.250,2382.094,2200,14.00,1.160,1.0122,41700,false
LM-FWD-MANADO-IDN015,last_mile,FWD-MANADO,province,IDN015,Jawa Timur,1702.669,1.250,2128.336,2200,14.00,1.160,0.9798,36400,false
LM-FWD-MANADO-IDN016,last_mile,FWD-MANADO,province,IDN016,Banten,2251.037,1.250,2813.796,2200,14.00,1.160,0.9906,47800,false
LM-FWD-MANADO-IDN017,last_mile,FWD-MANADO,province,IDN017,Bali,1548.267,1.250,1935.334,2200,14.00,1.160,0.9634,32700,false
LM-FWD-MANADO-IDN018,last_mile,FWD-MANADO,province,IDN018,Nusa Tenggara Barat,1429.867,1.250,1787.334,2200,14.00,1.240,0.9731,32800,false
LM-FWD-MANADO-IDN019,last_mile,FWD-MANADO,province,IDN019,Nusa Tenggara Timur,1187.193,1.250,1483.992,2200,14.00,1.240,1.0728,30600,true
LM-FWD-MANADO-IDN020,last_mile,FWD-MANADO,province,IDN020,Kalimantan Barat,1538.550,1.250,1923.188,2200,14.00,1.160,1.0080,34100,false
LM-FWD-MANADO-IDN021,last_mile,FWD-MANADO,province,IDN021,Kalimantan Tengah,1358.148,1.250,1697.685,2200,14.00,1.160,0.9663,29100,false
LM-FWD-MANADO-IDN022,last_mile,FWD-MANADO,province,IDN022,Kalimantan Selatan,1160.324,1.250,1450.405,2200,14.00,1.160,1.0556,27600,false
LM-FWD-MANADO-IDN023,last_mile,FWD-MANADO,province,IDN023,Kalimantan Timur,914.263,1.250,1142.829,2200,14.00,1.160,0.9772,20600,false
LM-FWD-MANADO-IDN024,last_mile,FWD-MANADO,province,IDN024,Kalimantan Utara,923.011,1.250,1153.763,2200,14.00,1.160,0.9801,20900,false
LM-FWD-MANADO-IDN025,last_mile,FWD-MANADO,province,IDN025,Sulawesi Utara,109.522,1.250,136.903,2200,14.00,1.000,1.0147,4200,true
LM-FWD-MANADO-IDN026,last_mile,FWD-MANADO,province,IDN026,Sulawesi Tengah,509.959,1.250,637.449,2200,14.00,1.000,1.0547,11700,true
LM-FWD-MANADO-IDN027,last_mile,FWD-MANADO,province,IDN027,Sulawesi Selatan,832.408,1.250,1040.510,2200,14.00,1.000,1.0056,16900,true
LM-FWD-MANADO-IDN028,last_mile,FWD-MANADO,province,IDN028,Sulawesi Tenggara,702.980,1.250,878.725,2200,14.00,1.000,1.0788,15600,true
LM-FWD-MANADO-IDN029,last_mile,FWD-MANADO,province,IDN029,Gorontalo,317.928,1.250,397.410,2200,14.00,1.000,1.0022,7800,true
LM-FWD-MANADO-IDN030,last_mile,FWD-MANADO,province,IDN030,Sulawesi Barat,741.945,1.250,927.432,2200,14.00,1.000,1.0624,16100,true
LM-FWD-MANADO-IDN031,last_mile,FWD-MANADO,province,IDN031,Maluku,1093.172,1.250,1366.465,2200,14.00,1.320,0.9811,27600,true
LM-FWD-MANADO-IDN032,last_mile,FWD-MANADO,province,IDN032,Maluku Utara,371.676,1.250,464.595,2200,14.00,1.320,1.0587,12200,true
LM-FWD-MANADO-IDN033,last_mile,FWD-MANADO,province,IDN033,Papua,1618.290,1.250,2022.863,2200,14.00,1.320,0.9579,38600,true
LM-FWD-MANADO-IDN034,last_mile,FWD-MANADO,province,IDN034,Papua Barat Daya,853.358,1.250,1066.698,2200,14.00,1.320,0.9672,21900,true
LM-FWD-MANADO-IDN035,last_mile,FWD-MANADO,province,IDN035,Papua Barat,1169.952,1.250,1462.441,2200,14.00,1.320,1.0745,32200,false
LM-FWD-MANADO-IDN036,last_mile,FWD-MANADO,province,IDN036,Papua Selatan,1897.488,1.250,2371.860,2200,14.00,1.320,1.0618,49600,false
LM-FWD-MANADO-IDN037,last_mile,FWD-MANADO,province,IDN037,Papua Tengah,1436.331,1.250,1795.414,2200,14.00,1.320,0.9607,34700,true
LM-FWD-MANADO-IDN038,last_mile,FWD-MANADO,province,IDN038,Papua Pegunungan,1746.551,1.250,2183.189,2200,14.00,1.320,0.9850,42600,true
LM-FWD-JAYAPURA-IDN001,last_mile,FWD-JAYAPURA,province,IDN001,Aceh,4907.157,1.250,6133.946,2200,14.00,1.160,1.0400,106300,false
LM-FWD-JAYAPURA-IDN002,last_mile,FWD-JAYAPURA,province,IDN002,Sumatera Utara,4604.728,1.250,5755.909,2200,14.00,1.160,1.0621,102000,false
LM-FWD-JAYAPURA-IDN003,last_mile,FWD-JAYAPURA,province,IDN003,Sumatera Barat,4482.262,1.250,5602.828,2200,14.00,1.160,1.0546,98600,false
LM-FWD-JAYAPURA-IDN004,last_mile,FWD-JAYAPURA,province,IDN004,Riau,4360.824,1.250,5451.029,2200,14.00,1.160,1.0501,95600,false
LM-FWD-JAYAPURA-IDN005,last_mile,FWD-JAYAPURA,province,IDN005,Jambi,4267.397,1.250,5334.246,2200,14.00,1.160,1.0056,89700,false
LM-FWD-JAYAPURA-IDN006,last_mile,FWD-JAYAPURA,province,IDN006,Sumatera Selatan,4087.337,1.250,5109.172,2200,14.00,1.160,0.9996,85500,false
LM-FWD-JAYAPURA-IDN007,last_mile,FWD-JAYAPURA,province,IDN007,Bengkulu,4256.055,1.250,5320.069,2200,14.00,1.160,0.9497,84500,false
LM-FWD-JAYAPURA-IDN008,last_mile,FWD-JAYAPURA,province,IDN008,Lampung,3978.456,1.250,4973.070,2200,14.00,1.160,1.0656,88800,false
LM-FWD-JAYAPURA-IDN009,last_mile,FWD-JAYAPURA,province,IDN009,Kepulauan Bangka Belitung,3845.026,1.250,4806.283,2200,14.00,1.160,1.0750,86700,false
LM-FWD-JAYAPURA-IDN010,last_mile,FWD-JAYAPURA,province,IDN010,Kepulauan Riau,3962.338,1.250,4952.922,2200,14.00,1.160,0.9643,80000,false
LM-FWD-JAYAPURA-IDN011,last_mile,FWD-JAYAPURA,province,IDN011,DKI Jakarta,3773.934,1.250,4717.417,2200,14.00,1.160,0.9476,75000,false
LM-FWD-JAYAPURA-IDN012,last_mile,FWD-JAYAPURA,province,IDN012,Jawa Barat,3715.738,1.250,4644.673,2200,14.00,1.160,0.9964,77700,false
LM-FWD-JAYAPURA-IDN013,last_mile,FWD-JAYAPURA,province,IDN013,Jawa Tengah,3459.529,1.250,4324.411,2200,14.00,1.160,0.9977,72600,false
LM-FWD-JAYAPURA-IDN014,last_mile,FWD-JAYAPURA,province,IDN014,Daerah Istimewa Yogyakarta,3399.091,1.250,4248.864,2200,14.00,1.160,1.0473,74900,false
LM-FWD-JAYAPURA-IDN015,last_mile,FWD-JAYAPURA,province,IDN015,Jawa Timur,3157.211,1.250,3946.514,2200,14.00,1.160,1.0633,70900,false
LM-FWD-JAYAPURA-IDN016,last_mile,FWD-JAYAPURA,province,IDN016,Banten,3849.671,1.250,4812.089,2200,14.00,1.160,1.0559,85200,false
LM-FWD-JAYAPURA-IDN017,last_mile,FWD-JAYAPURA,province,IDN017,Bali,2926.461,1.250,3658.076,2200,14.00,1.160,0.9811,60800,false
LM-FWD-JAYAPURA-IDN018,last_mile,FWD-JAYAPURA,province,IDN018,Nusa Tenggara Barat,2712.596,1.250,3390.745,2200,14.00,1.240,1.0663,65700,false
LM-FWD-JAYAPURA-IDN019,last_mile,FWD-JAYAPURA,province,IDN019,Nusa Tenggara Timur,2036.133,1.250,2545.166,2200,14.00,1.240,0.9891,46400,false
LM-FWD-JAYAPURA-IDN020,last_mile,FWD-JAYAPURA,province,IDN020,Kalimantan Barat,3300.113,1.250,4125.141,2200,14.00,1.160,1.0339,71900,false
LM-FWD-JAYAPURA-IDN021,last_mile,FWD-JAYAPURA,province,IDN021,Kalimantan Tengah,3067.633,1.250,3834.541,2200,14.00,1.160,0.9891,64100,false
LM-FWD-JAYAPURA-IDN022,last_mile,FWD-JAYAPURA,province,IDN022,Kalimantan Selatan,2796.449,1.250,3495.561,2200,14.00,1.160,1.0140,60200,false
LM-FWD-JAYAPURA-IDN023,last_mile,FWD-JAYAPURA,province,IDN023,Kalimantan Timur,2687.984,1.250,3359.980,2200,14.00,1.160,0.9411,53800,false
LM-FWD-JAYAPURA-IDN024,last_mile,FWD-JAYAPURA,province,IDN024,Kalimantan Utara,2738.402,1.250,3423.003,2200,14.00,1.160,1.0783,62700,false
LM-FWD-JAYAPURA-IDN025,last_mile,FWD-JAYAPURA,province,IDN025,Sulawesi Utara,1875.238,1.250,2344.048,2200,14.00,1.160,0.9789,39800,false
LM-FWD-JAYAPURA-IDN026,last_mile,FWD-JAYAPURA,province,IDN026,Sulawesi Tengah,2198.449,1.250,2748.061,2200,14.00,1.160,1.0769,50800,false
LM-FWD-JAYAPURA-IDN027,last_mile,FWD-JAYAPURA,province,IDN027,Sulawesi Selatan,2305.017,1.250,2881.272,2200,14.00,1.160,0.9708,47900,false
LM-FWD-JAYAPURA-IDN028,last_mile,FWD-JAYAPURA,province,IDN028,Sulawesi Tenggara,2060.931,1.250,2576.164,2200,14.00,1.160,1.0009,44400,false
LM-FWD-JAYAPURA-IDN029,last_mile,FWD-JAYAPURA,province,IDN029,Gorontalo,2098.230,1.250,2622.788,2200,14.00,1.160,1.0782,48700,false
LM-FWD-JAYAPURA-IDN030,last_mile,FWD-JAYAPURA,province,IDN030,Sulawesi Barat,2370.962,1.250,2963.703,2200,14.00,1.160,0.9851,49900,false
LM-FWD-JAYAPURA-IDN031,last_mile,FWD-JAYAPURA,province,IDN031,Maluku,1127.335,1.250,1409.168,2200,14.00,1.320,1.0424,30200,true
LM-FWD-JAYAPURA-IDN032,last_mile,FWD-JAYAPURA,province,IDN032,Maluku Utara,1445.162,1.250,1806.452,2200,14.00,1.320,0.9577,34800,false
LM-FWD-JAYAPURA-IDN033,last_mile,FWD-JAYAPURA,province,IDN033,Papua,203.671,1.250,254.589,2200,14.00,1.000,1.0373,6000,true
LM-FWD-JAYAPURA-IDN034,last_mile,FWD-JAYAPURA,province,IDN034,Papua Barat Daya,972.108,1.250,1215.134,2200,14.00,1.000,1.0596,20400,true
LM-FWD-JAYAPURA-IDN035,last_mile,FWD-JAYAPURA,province,IDN035,Papua Barat,732.689,1.250,915.862,2200,14.00,1.000,1.0316,15500,false
LM-FWD-JAYAPURA-IDN036,last_mile,FWD-JAYAPURA,province,IDN036,Papua Selatan,631.545,1.250,789.431,2200,14.00,1.000,1.0335,13700,false
LM-FWD-JAYAPURA-IDN037,last_mile,FWD-JAYAPURA,province,IDN037,Papua Tengah,472.764,1.250,590.955,2200,14.00,1.000,1.0615,11100,true
LM-FWD-JAYAPURA-IDN038,last_mile,FWD-JAYAPURA,province,IDN038,Papua Pegunungan,212.366,1.250,265.457,2200,14.00,1.000,0.9666,5700,true
LM-CAN-BANDA-ACEH-IDN001,last_mile,CAN-BANDA-ACEH,province,IDN001,Aceh,230.707,1.250,288.384,2200,14.00,1.000,1.0456,6500,false
LM-CAN-BANDA-ACEH-IDN002,last_mile,CAN-BANDA-ACEH,province,IDN002,Sumatera Utara,591.055,1.250,738.819,2200,14.00,1.000,1.0610,13300,false
LM-CAN-BANDA-ACEH-IDN003,last_mile,CAN-BANDA-ACEH,province,IDN003,Sumatera Barat,923.723,1.250,1154.654,2200,14.00,1.000,1.0385,19100,false
LM-CAN-BANDA-ACEH-IDN004,last_mile,CAN-BANDA-ACEH,province,IDN004,Riau,911.148,1.250,1138.935,2200,14.00,1.000,0.9852,17900,false
LM-CAN-BANDA-ACEH-IDN005,last_mile,CAN-BANDA-ACEH,province,IDN005,Jambi,1120.515,1.250,1400.644,2200,14.00,1.000,0.9970,21700,false
LM-CAN-BANDA-ACEH-IDN006,last_mile,CAN-BANDA-ACEH,province,IDN006,Sumatera Selatan,1351.620,1.250,1689.524,2200,14.00,1.000,1.0756,27800,false
LM-CAN-BANDA-ACEH-IDN007,last_mile,CAN-BANDA-ACEH,province,IDN007,Bengkulu,1282.521,1.250,1603.151,2200,14.00,1.000,1.0336,25500,false
LM-CAN-BANDA-ACEH-IDN008,last_mile,CAN-BANDA-ACEH,province,IDN008,Lampung,1569.767,1.250,1962.208,2200,14.00,1.000,1.0783,32000,false
LM-CAN-BANDA-ACEH-IDN009,last_mile,CAN-BANDA-ACEH,province,IDN009,Kepulauan Bangka Belitung,1471.139,1.250,1838.924,2200,14.00,1.000,0.9855,27500,false
LM-CAN-BANDA-ACEH-IDN010,last_mile,CAN-BANDA-ACEH,province,IDN010,Kepulauan Riau,1192.133,1.250,1490.166,2200,14.00,1.000,0.9937,22900,false
LM-CAN-BANDA-ACEH-IDN011,last_mile,CAN-BANDA-ACEH,province,IDN011,DKI Jakarta,1826.340,1.250,2282.925,2200,14.00,1.160,0.9892,39200,false
LM-CAN-BANDA-ACEH-IDN012,last_mile,CAN-BANDA-ACEH,province,IDN012,Jawa Barat,1931.252,1.250,2414.065,2200,14.00,1.160,1.0287,43000,false
LM-CAN-BANDA-ACEH-IDN013,last_mile,CAN-BANDA-ACEH,province,IDN013,Jawa Tengah,2160.209,1.250,2700.261,2200,14.00,1.160,0.9724,45100,false
LM-CAN-BANDA-ACEH-IDN014,last_mile,CAN-BANDA-ACEH,province,IDN014,Daerah Istimewa Yogyakarta,2239.649,1.250,2799.561,2200,14.00,1.160,0.9810,47100,false
LM-CAN-BANDA-ACEH-IDN015,last_mile,CAN-BANDA-ACEH,province,IDN015,Jawa Timur,2427.042,1.250,3033.803,2200,14.00,1.160,1.0199,52900,false
LM-CAN-BANDA-ACEH-IDN016,last_mile,CAN-BANDA-ACEH,province,IDN016,Banten,1785.919,1.250,2232.399,2200,14.00,1.160,0.9870,38300,false
LM-CAN-BANDA-ACEH-IDN017,last_mile,CAN-BANDA-ACEH,province,IDN017,Bali,2651.736,1.250,3314.670,2200,14.00,1.160,1.0385,58600,false
LM-CAN-BANDA-ACEH-IDN018,last_mile,CAN-BANDA-ACEH,province,IDN018,Nusa Tenggara Barat,2868.912,1.250,3586.140,2200,14.00,1.240,1.0644,69200,false
LM-CAN-BANDA-ACEH-IDN019,last_mile,CAN-BANDA-ACEH,province,IDN019,Nusa Tenggara Timur,3518.667,1.250,4398.334,2200,14.00,1.240,0.9661,76400,false
LM-CAN-BANDA-ACEH-IDN020,last_mile,CAN-BANDA-ACEH,province,IDN020,Kalimantan Barat,1857.759,1.250,2322.199,2200,14.00,1.160,0.9471,38100,false
LM-CAN-BANDA-ACEH-IDN021,last_mile,CAN-BANDA-ACEH,province,IDN021,Kalimantan Tengah,2133.462,1.250,2666.827,2200,14.00,1.160,1.0339,47400,false
LM-CAN-BANDA-ACEH-IDN022,last_mile,CAN-BANDA-ACEH,province,IDN022,Kalimantan Selatan,2440.945,1.250,3051.181,2200,14.00,1.160,1.0677,55600,false
LM-CAN-BANDA-ACEH-IDN023,last_mile,CAN-BANDA-ACEH,province,IDN023,Kalimantan Timur,2437.396,1.250,3046.745,2200,14.00,1.160,0.9522,49500,false
LM-CAN-BANDA-ACEH-IDN024,last_mile,CAN-BANDA-ACEH,province,IDN024,Kalimantan Utara,2384.376,1.250,2980.470,2200,14.00,1.160,0.9875,50300,false
LM-CAN-BANDA-ACEH-IDN025,last_mile,CAN-BANDA-ACEH,province,IDN025,Sulawesi Utara,3242.019,1.250,4052.523,2200,14.00,1.160,0.9467,64700,false
LM-CAN-BANDA-ACEH-IDN026,last_mile,CAN-BANDA-ACEH,province,IDN026,Sulawesi Tengah,2936.767,1.250,3670.959,2200,14.00,1.160,0.9846,61200,false
LM-CAN-BANDA-ACEH-IDN027,last_mile,CAN-BANDA-ACEH,province,IDN027,Sulawesi Selatan,2943.645,1.250,3679.556,2200,14.00,1.160,0.9900,61700,false
LM-CAN-BANDA-ACEH-IDN028,last_mile,CAN-BANDA-ACEH,province,IDN028,Sulawesi Tenggara,3175.074,1.250,3968.842,2200,14.00,1.160,0.9846,66000,false
LM-CAN-BANDA-ACEH-IDN029,last_mile,CAN-BANDA-ACEH,province,IDN029,Gorontalo,3018.643,1.250,3773.304,2200,14.00,1.160,0.9802,62600,false
LM-CAN-BANDA-ACEH-IDN030,last_mile,CAN-BANDA-ACEH,province,IDN030,Sulawesi Barat,2804.778,1.250,3505.972,2200,14.00,1.160,1.0201,60700,false
LM-CAN-BANDA-ACEH-IDN031,last_mile,CAN-BANDA-ACEH,province,IDN031,Maluku,4179.603,1.250,5224.503,2200,14.00,1.320,1.0453,104000,false
LM-CAN-BANDA-ACEH-IDN032,last_mile,CAN-BANDA-ACEH,province,IDN032,Maluku Utara,3675.141,1.250,4593.926,2200,14.00,1.320,1.0482,92000,false
LM-CAN-BANDA-ACEH-IDN033,last_mile,CAN-BANDA-ACEH,province,IDN033,Papua,4915.409,1.250,6144.261,2200,14.00,1.320,0.9850,114700,false
LM-CAN-BANDA-ACEH-IDN034,last_mile,CAN-BANDA-ACEH,province,IDN034,Papua Barat Daya,4145.000,1.250,5181.250,2200,14.00,1.320,0.9521,93900,false
LM-CAN-BANDA-ACEH-IDN035,last_mile,CAN-BANDA-ACEH,province,IDN035,Papua Barat,4425.135,1.250,5531.419,2200,14.00,1.320,0.9713,102100,false
LM-CAN-BANDA-ACEH-IDN036,last_mile,CAN-BANDA-ACEH,province,IDN036,Papua Selatan,5079.170,1.250,6348.962,2200,14.00,1.320,1.0382,124800,false
LM-CAN-BANDA-ACEH-IDN037,last_mile,CAN-BANDA-ACEH,province,IDN037,Papua Tengah,4702.976,1.250,5878.720,2200,14.00,1.320,0.9730,108500,false
LM-CAN-BANDA-ACEH-IDN038,last_mile,CAN-BANDA-ACEH,province,IDN038,Papua Pegunungan,5025.341,1.250,6281.676,2200,14.00,1.320,0.9852,117200,false
LM-CAN-PADANG-IDN001,last_mile,CAN-PADANG,province,IDN001,Aceh,702.381,1.250,877.976,2200,14.00,1.000,1.0274,14900,false
LM-CAN-PADANG-IDN002,last_mile,CAN-PADANG,province,IDN002,Sumatera Utara,373.079,1.250,466.349,2200,14.00,1.000,0.9494,8300,false
LM-CAN-PADANG-IDN003,last_mile,CAN-PADANG,province,IDN003,Sumatera Barat,13.698,1.250,17.123,2200,14.00,1.000,0.9913,2400,false
LM-CAN-PADANG-IDN004,last_mile,CAN-PADANG,province,IDN004,Riau,177.889,1.250,222.361,2200,14.00,1.000,1.0375,5500,false
LM-CAN-PADANG-IDN005,last_mile,CAN-PADANG,province,IDN005,Jambi,225.018,1.250,281.272,2200,14.00,1.000,0.9469,5800,false
LM-CAN-PADANG-IDN006,last_mile,CAN-PADANG,province,IDN006,Sumatera Selatan,452.450,1.250,565.562,2200,14.00,1.000,1.0401,10500,false
LM-CAN-PADANG-IDN007,last_mile,CAN-PADANG,province,IDN007,Bengkulu,365.329,1.250,456.661,2200,14.00,1.000,0.9624,8300,false
LM-CAN-PADANG-IDN008,last_mile,CAN-PADANG,province,IDN008,Lampung,659.077,1.250,823.846,2200,14.00,1.000,1.0707,14700,false
LM-CAN-PADANG-IDN009,last_mile,CAN-PADANG,province,IDN009,Kepulauan Bangka Belitung,642.572,1.250,803.215,2200,14.00,1.000,0.9427,12700,false
LM-CAN-PADANG-IDN010,last_mile,CAN-PADANG,province,IDN010,Kepulauan Riau,601.230,1.250,751.537,2200,14.00,1.000,0.9966,12700,false
LM-CAN-PADANG-IDN011,last_mile,CAN-PADANG,province,IDN011,DKI Jakarta,919.688,1.250,1149.610,2200,14.00,1.160,1.0061,21400,false
LM-CAN-PADANG-IDN012,last_mile,CAN-PADANG,province,IDN012,Jawa Barat,1023.027,1.250,1278.783,2200,14.00,1.160,1.0766,25100,false
LM-CAN-PADANG-IDN013,last_mile,CAN-PADANG,province,IDN013,Jawa Tengah,1266.412,1.250,1583.014,2200,14.00,1.160,1.0453,29500,false
LM-CAN-PADANG-IDN014,last_mile,CAN-PADANG,province,IDN014,Daerah Istimewa Yogyakarta,1346.630,1.250,1683.288,2200,14.00,1.160,1.0027,30000,false
LM-CAN-PADANG-IDN015,last_mile,CAN-PADANG,province,IDN015,Jawa Timur,1553.455,1.250,1941.818,2200,14.00,1.160,1.0191,34700,false
LM-CAN-PADANG-IDN016,last_mile,CAN-PADANG,province,IDN016,Banten,873.447,1.250,1091.808,2200,14.00,1.160,1.0218,20700,false
LM-CAN-PADANG-IDN017,last_mile,CAN-PADANG,province,IDN017,Bali,1790.960,1.250,2238.700,2200,14.00,1.160,1.0323,40200,false
LM-CAN-PADANG-IDN018,last_mile,CAN-PADANG,province,IDN018,Nusa Tenggara Barat,2018.537,1.250,2523.172,2200,14.00,1.240,1.0273,47800,false
LM-CAN-PADANG-IDN019,last_mile,CAN-PADANG,province,IDN019,Nusa Tenggara Timur,2706.650,1.250,3383.313,2200,14.00,1.240,1.0076,61900,false
LM-CAN-PADANG-IDN020,last_mile,CAN-PADANG,province,IDN020,Kalimantan Barat,1190.722,1.250,1488.403,2200,14.00,1.160,0.9732,26000,false
LM-CAN-PADANG-IDN021,last_mile,CAN-PADANG,province,IDN021,Kalimantan Tengah,1409.867,1.250,1762.333,2200,14.00,1.160,0.9978,31100,false
LM-CAN-PADANG-IDN022,last_mile,CAN-PADANG,province,IDN022,Kalimantan Selatan,1693.426,1.250,2116.783,2200,14.00,1.160,0.9532,35200,false
LM-CAN-PADANG-IDN023,last_mile,CAN-PADANG,province,IDN023,Kalimantan Timur,1815.212,1.250,2269.015,2200,14.00,1.160,1.0545,41500,false
LM-CAN-PADANG-IDN024,last_mile,CAN-PADANG,province,IDN024,Kalimantan Utara,1860.463,1.250,2325.579,2200,14.00,1.160,0.9939,40100,false
LM-CAN-PADANG-IDN025,last_mile,CAN-PADANG,province,IDN025,Sulawesi Utara,2644.887,1.250,3306.109,2200,14.00,1.160,1.0454,58800,false
LM-CAN-PADANG-IDN026,last_mile,CAN-PADANG,province,IDN026,Sulawesi Tengah,2283.398,1.250,2854.247,2200,14.00,1.160,0.9422,46100,false
LM-CAN-PADANG-IDN027,last_mile,CAN-PADANG,province,IDN027,Sulawesi Selatan,2201.170,1.250,2751.462,2200,14.00,1.160,1.0442,49300,false
LM-CAN-PADANG-IDN028,last_mile,CAN-PADANG,province,IDN028,Sulawesi Tenggara,2444.465,1.250,3055.582,2200,14.00,1.160,1.0001,52200,false
LM-CAN-PADANG-IDN029,last_mile,CAN-PADANG,province,IDN029,Gorontalo,2416.405,1.250,3020.506,2200,14.00,1.160,1.0521,54300,false
LM-CAN-PADANG-IDN030,last_mile,CAN-PADANG,province,IDN030,Sulawesi Barat,2107.277,1.250,2634.096,2200,14.00,1.160,1.0312,46700,false
LM-CAN-PADANG-IDN031,last_mile,CAN-PADANG,province,IDN031,Maluku,3454.621,1.250,4318.277,2200,14.00,1.320,1.0499,86800,false
LM-CAN-PADANG-IDN032,last_mile,CAN-PADANG,province,IDN032,Maluku Utara,3077.066,1.250,3846.333,2200,14.00,1.320,1.0073,74500,false
LM-CAN-PADANG-IDN033,last_mile,CAN-PADANG,province,IDN033,Papua,4273.486,1.250,5341.858,2200,14.00,1.320,0.9588,97400,false
LM-CAN-PADANG-IDN034,last_mile,CAN-PADANG,province,IDN034,Papua Barat Daya,3514.776,1.250,4393.470,2200,14.00,1.320,1.0667,89700,false
